标题,位置,房屋类型,面积,单价,总价,介绍,网址
无遮挡视野朝南楼中楼！带露台！,中海悦公馆 东沟岭,4室2厅,123平米,"11,383元/平",140万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116331289.html
永恒朗晴 3室1厅 南 北,永恒朗晴 北湖南,3室1厅,88.26平米,"10,764元/平",95万,南 北简装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114730471.html
房子中间楼层，通风采光好，证件齐全，业主实在卖,欣隆盛世观邸 东沟岭,4室2厅,110.83平米,"7,670元/平",85万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114381464.html
房子满二，有证。 毛坯三房，复式楼，单价低,光明·时光集 东沟岭,3室2厅,99.38平米,"7,749元/平",77万,东南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113469696.html
金源橙郡高楼层，三房，通透性好，业主诚心出售,金源橙郡 东沟岭,3室1厅,95平米,"8,948元/平",85万,东 西毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115022925.html
看山看水，看那考河。视野宽阔大四房,中海九玺 东沟岭,4室2厅,142平米,"11,972元/平",170万,南 北精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105111094248.html
那考河湿地公园  精装楼中楼  诚意出售,中海国际一期 东沟岭,3室1厅,125平米,"10,080元/平",126万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113626816.html
荣和山水绿城，狮山公园旁，小三房，看房方便,荣和山水绿城B1组团 北湖南,3室1厅,80平米,"8,500元/平",68万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114482612.html
荣和·山水绿城B2组团 2室2厅 南,荣和·山水绿城B2组团 北湖南,2室2厅,58平米,"10,518元/平",61万,南简装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105114116497.html
悦峯65万三房还带车位啵！诚意出售,金源悦峯 东沟岭,3室2厅,75平米,"8,667元/平",65万,南 北精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105112267184.html
房屋通风好，视野宽阔，采光充足，配套完善。,香樟林 东沟岭,4室2厅,123平米,"9,594元/平",118万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105105274568.html
兴宁东  奥特莱斯 联发臻镜  交通便利,联发臻境 兴宁东,5室2厅,140平米,"16,429元/平",230万,南 北其他低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105116231597.html
荣和·山水绿城三期 3室1厅 南,荣和·山水绿城三期 北湖南,3室1厅,89平米,"9,326元/平",83万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115887284.html
亿鼎温岭华府，毛坯大三房，新小区，居住舒适,亿鼎温岭华府 北湖南,3室2厅,97.24平米,"8,845元/平",86万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113540573.html
嘉和城温莎北郡小区，环境好。地理位置好 。,嘉和城温莎北郡 兴宁东,5室2厅,118.29平米,"5,918元/平",70万,南 北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114446279.html
老城社区小城 配套齐全生活便利 地铁快环公园带车位,荣和·山水绿城B2组团 北湖南,3室2厅,89.3平米,"9,631元/平",86万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114809815.html
满五不唯一，无欠款，大四房采光通风充足,广西壮族自治区戏剧京剧团大院 东沟岭,4室2厅,143.78平米,"8,694元/平",125万,西北简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111608144.html
兴宁区吾悦广场商圈，精装修两房一卫，诚心出售,中海悦公馆 东沟岭,2室2厅,70平米,"11,858元/平",83万,西南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109319412.html
岭上国际 4室1厅 东南,岭上国际 东沟岭,4室1厅,116平米,"7,199元/平",83.5万,东南毛坯高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114990491.html
刚需两房，有阳台，满五，户型方正,荣和·山水绿城B2组团 北湖南,2室2厅,58平米,"11,207元/平",65万,南简装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105109925155.html
澳华花园 复试两房 业主诚心出售,澳华花园 东沟岭,2室1厅,101平米,"5,842元/平",59万,南 北简装中楼层(共10层) ,https://nn.lianjia.com/ershoufang/105116116199.html
此房满五唯一，电梯精装房，采光好，配套齐全,荣和·山水绿城B2组团 北湖南,3室1厅,58平米,"13,104元/平",76万,东其他低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105111184378.html
嘉和城布洛可 环境好 位置好 ，,布洛可五区 兴宁东,4室2厅,108平米,"6,760元/平",73万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115304843.html
荣和山水绿城，狮山公园旁，五号线地铁，居住舒适,荣和·山水绿城B2组团 北湖南,3室1厅,89平米,"10,113元/平",90万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116552954.html
盛天地，药用植物园，盛天东郡精装3房,盛天东郡 兴宁东,3室2厅,99.8平米,"10,522元/平",105万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113676131.html
青秀万达旁，3号线地铁口，精装3房，中楼层，产权清昕,莱茵花语 东沟岭,3室2厅,89平米,"10,113元/平",90万,东南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115807742.html
阳光绿城第六组团 4室2厅 南 北,阳光绿城第六组团 东沟岭,4室2厅,111.2平米,"7,195元/平",80万,南 北毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115242817.html
荣和·山水绿城B2组团 3室1厅 南,荣和·山水绿城B2组团 北湖南,3室1厅,79平米,"9,747元/平",77万,南精装低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115758509.html
荣和山水绿城一期 业主诚心出售 看房方便,荣和山水绿城B1组团 北湖南,4室2厅,126.39平米,"8,308元/平",105万,东南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116472249.html
5号地铁沿线振宁翠峰中高楼层视野好近公园有幼儿园,振寕翠峰 北湖南,2室2厅,83.23平米,"7,209元/平",60万,南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114260894.html
保利▪山水怡城3-2-1-2 120.02m² 110万,保利▪山水怡城 东沟岭,3室2厅,120.02平米,"6,833元/平",82万,南简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108051962.html
龙光阳光河畔 4室 满两年 中间楼层 朝南 不靠路边,龙光阳光河畔 东沟岭,4室2厅,121.6平米,"7,484元/平",91万,东南毛坯中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114687931.html
户型方正，通风好，采光充足，地铁口近，方便出行,路桥一区 北湖南,2室2厅,73.89平米,"6,767元/平",50万,南精装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105105890479.html
5号线地铁口，沃尔玛市旁楼中楼出售,振寕翠峰 北湖南,4室2厅,178平米,"5,618元/平",100万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105108724332.html
中海九玺15栋好位置，价格可谈，业主诚心出售。,中海九玺 东沟岭,4室2厅,145.93平米,"10,622元/平",155万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112743006.html
高楼层装修好配套成熟近五号线地铁 近狮山公园,荣和·山水绿城B2组团 北湖南,3室2厅,89.03平米,"12,356元/平",110万,南 北其他高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105108311372.html
嘉和城塞纳左岸 228平大平层 业主诚心出售,嘉和城塞纳左岸 兴宁东,5室2厅,228.05平米,"7,894元/平",180万,南毛坯高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112739655.html
吾悦广场旁中海悦公馆 三房两卫 业主诚心出售,中海悦公馆 东沟岭,3室2厅,87平米,"9,886元/平",86万,南 北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114926902.html
楼层好 视野宽阔 采光充足 配套设施齐全 交通便利,金桂花园 东沟岭,1室0厅,30.4平米,"7,895元/平",24万,北其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114330629.html
房子采光好，拎包入住，交通配套齐全,路桥一区 北湖南,2室2厅,92平米,"5,653元/平",52万,南精装高楼层(共9层) ,https://nn.lianjia.com/ershoufang/105110253961.html
嘉和城蒙特利岛全新精装修  业主诚意出售,蒙特利岛 兴宁东,5室2厅,192平米,"13,959元/平",268万,南其他低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105109419964.html
金源一品天下四房业主斥巨资装修 交通出行方便！,一品天下 东沟岭,4室2厅,124.5平米,"10,121元/平",126万,南 北精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105112932355.html
兴宁东  东站旁  大户型 交通方便,联发臻境 兴宁东,4室2厅,126.07平米,"9,122元/平",115万,东南其他中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114897274.html
岭南名居 3室1厅 南,岭南名居 东沟岭,3室1厅,124.97平米,"7,682元/平",96万,南其他低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105113623102.html
龙光阳光河畔 3室2厅 南 北,龙光阳光河畔 东沟岭,3室2厅,107平米,"8,879元/平",95万,南 北毛坯高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115903528.html
地铁口旁 洋房顶复 欧式装修 出行便利,红日山湖 东沟岭,5室2厅,295平米,"10,848元/平",320万,南 北精装高楼层(共5层) ,https://nn.lianjia.com/ershoufang/105115309623.html
地铁口物业 四房两厅 诚心出售 看房方便,橘子郡 东沟岭,4室2厅,135平米,"11,112元/平",150万,东南简装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105104403757.html
"人民公园旁,朝阳广场一带，刚需优选三房。",香樟林 东沟岭,3室2厅,79平米,"9,874元/平",78万,东南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116547308.html
大都公馆 3室2厅 南,大都公馆 兴宁东,3室2厅,111.94平米,"6,701元/平",75万,南简装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105114654858.html
金源悦府 住宅性质 单身公寓小单间,金源悦府 东沟岭,1室0厅,43.97平米,"8,415元/平",37万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114309141.html
中海国际社区四房，朝南84平85万，精装修！,中海国际一期 东沟岭,4室2厅,84.07平米,"10,111元/平",85万,东南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116072017.html
布洛可五区 3室2厅 南 北,布洛可五区 兴宁东,3室2厅,94平米,"7,926元/平",74.5万,南 北毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116988207.html
装修保养好 买房带车位一步到位 满五唯一,荣和·山水绿城三期 北湖南,3室2厅,89平米,"10,675元/平",95万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110735205.html
中海品牌央企，精工巨制。园林绿化同区域高，设施完备,中海九玺 东沟岭,3室2厅,92平米,"11,957元/平",110万,南精装低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105107638695.html
秀厢大道旁 龙光毛坯三房 出行便利,龙光阳光河畔 东沟岭,3室2厅,118平米,"8,306元/平",98万,南 北精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115333709.html
光明·时光集 2室1厅 南,光明·时光集 东沟岭,2室1厅,71.95平米,"8,340元/平",60万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113685088.html
金禾湾东区 3室2厅 南 北,金禾湾东区 东沟岭,3室2厅,99平米,"7,879元/平",78万,南 北精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115874586.html
房子目前空置，看房方便。业主可谈税费,南宁新城吾悦广场 东沟岭,1室1厅,55平米,"9,455元/平",52万,西南 西北毛坯高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105106605389.html
联发尚筑，3房，朝南，看房方便，价格可谈。,联发尚筑 东沟岭,3室2厅,89平米,"10,899元/平",97万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110884193.html
兴宁东  地铁5号线旁  中海悦公馆,中海悦公馆 东沟岭,3室2厅,89平米,"11,349元/平",101万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113030702.html
中海九玺 3室2厅 西南,中海九玺 东沟岭,3室2厅,92平米,"11,305元/平",104万,西南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112719311.html
狮山公园，号线地铁口，中间楼层，大4房出售,荣和山水绿城B1组团 北湖南,4室2厅,124平米,"9,678元/平",120万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113825913.html
欣隆盛世观邸 3室1厅 南,欣隆盛世观邸 东沟岭,3室1厅,117.54平米,"9,784元/平",115万,南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113685079.html
入住未满一年 从未出租过的精装三房,荣和·山水绿城三期 北湖南,3室2厅,88.34平米,"10,754元/平",95万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114490888.html
中海悦公馆 4室1厅 南,中海悦公馆 东沟岭,4室1厅,145平米,"11,035元/平",160万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113998018.html
联发尚筑 3室2厅 南 北,联发尚筑 东沟岭,3室2厅,89.79平米,"10,247元/平",92万,南 北其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105112621245.html
长堽路青秀万达商圈 奢华装修 地铁三号线 高档小,盛天果岭 东沟岭,3室2厅,111.08平米,"14,405元/平",160万,东南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105108058450.html
碧桂园·时代城 3室2厅 南 北,碧桂园·时代城 兴宁东,3室2厅,102平米,"6,863元/平",70万,南 北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113495434.html
人民公园 望州南路香樟林 四房二厅,香樟林 东沟岭,4室2厅,131.75平米,"9,033元/平",119万,南简装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105111183198.html
女孩子要给自己一个小家精装单间吾悦广场,南宁新城吾悦广场 东沟岭,1室1厅,28平米,"12,500元/平",35万,南其他中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116193767.html
此房通透户型，采光视野好，花园式小区，五号线地铁口,瀚林山水源 东沟岭,3室2厅,89.5平米,"10,056元/平",90万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115108978.html
嘉和城塞纳左岸 90万装修 大平层  仅售148万,嘉和城塞纳左岸 兴宁东,6室2厅,170平米,"8,706元/平",148万,南 北精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116493220.html
龙光阳光河畔，四房毛坯，通透性好，业主诚心出售,龙光阳光河畔 东沟岭,4室2厅,118.96平米,"8,491元/平",101万,北毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114636189.html
人民公园旁通透格局楼层好视野宽阔采光好配套设施齐全,金桂花园 东沟岭,1室1厅,38.8平米,"8,248元/平",32万,东南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116125146.html
金源悦府 住宅性质 单身公寓小单间,金源悦府 东沟岭,1室0厅,49.2平米,"8,740元/平",43万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114312744.html
满五唯一人民公园 狮山公园 高楼层视野好,香樟林 东沟岭,2室2厅,86平米,"9,419元/平",81万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113767843.html
兴宁区地铁口电梯高层三房 公园旁,龙光阳光河畔 东沟岭,3室2厅,107平米,"7,664元/平",82万,南 北毛坯高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115062127.html
三号线兴桂站！梦之岛旁，金源悦峰精装3房，拎包入住,金源悦峯 东沟岭,3室1厅,94.3平米,"9,545元/平",90万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114267732.html
